Date,Open,High,Low,Close
2017-09-21,13.1,13.1,13.1,13.1
2017-09-22,12.96,12.96,12.96,12.96
2017-09-25,12.88,12.88,12.88,12.88
2017-09-26,12.96,12.96,12.96,12.96
2017-09-27,13.1,13.1,13.1,13.1
2017-09-28,13.1,13.1,13.1,13.1
2017-09-29,13.05,13.05,13.05,13.05
2017-10-02,13.3,13.3,13.3,13.3
2017-10-03,13.3,13.3,13.3,13.3
2017-10-04,13.2,13.2,13.2,13.2
2017-10-05,13.099,13.099,13.099,13.099
2017-10-06,13.231,13.231,13.231,13.231
2017-10-09,13.223,13.223,13.223,13.223
2017-10-10,13.2,13.2,13.2,13.2
2017-10-11,13.2,13.2,13.2,13.2
2017-10-12,13.2,13.2,13.2,13.2
2017-10-13,13.2,13.2,13.2,13.2
2017-10-16,13.2,13.2,13.2,13.2
2017-10-17,13.2,13.2,13.2,13.2
2017-10-18,12.88,12.88,12.88,12.88
2017-10-19,13.05,13.05,13.05,13.05
2017-10-20,13.05,13.05,13.05,13.05
2017-10-23,13.1,13.1,13.1,13.1
2017-10-24,13.178,13.178,13.178,13.178
2017-10-25,13.178,13.178,13.178,13.178
2017-10-26,13.178,13.178,13.178,13.178
2017-10-27,13.2,13.2,13.2,13.2
2017-10-30,13.178,13.178,13.178,13.178
2017-10-31,13.1,13.1,13.1,13.1
2017-11-01,13.05,13.05,13.05,13.05
2017-11-02,13.05,13.05,13.05,13.05
2017-11-03,13.2,13.2,13.2,13.2
2017-11-06,13.2,13.2,13.2,13.2
2017-11-07,13.178,13.178,13.178,13.178
2017-11-08,13.2,13.2,13.2,13.2
2017-11-09,13.2,13.2,13.2,13.2
2017-11-10,12.95,12.95,12.95,12.95
2017-11-13,13,13,13,13
2017-11-14,13.178,13.178,13.178,13.178
2017-11-15,13,13,13,13
2017-11-16,12.95,12.95,12.95,12.95
2017-11-17,13,13,13,13
2017-11-20,13.1,13.1,13.1,13.1
2017-11-21,13.3,13.3,13.3,13.3
2017-11-22,13.3,13.3,13.3,13.3
2017-11-23,13.2,13.2,13.2,13.2
2017-11-24,13.2,13.2,13.2,13.2
2017-11-27,12.85,12.85,12.85,12.85
2017-11-28,13.178,13.178,13.178,13.178
2017-11-29,13.3,13.3,13.3,13.3
2017-11-30,13.2,13.2,13.2,13.2
2017-12-01,13.3,13.3,13.3,13.3
2017-12-04,13.2,13.2,13.2,13.2
2017-12-05,13.178,13.178,13.178,13.178
2017-12-06,13.2,13.2,13.2,13.2
2017-12-07,13,13,13,13
2017-12-08,13.2,13.2,13.2,13.2
2017-12-11,13,13,13,13
2017-12-12,13.2,13.2,13.2,13.2
2017-12-13,13.2,13.2,13.2,13.2
2017-12-14,13.2,13.2,13.2,13.2
2017-12-15,13.38,13.38,13.38,13.38
2017-12-18,13.3,13.3,13.3,13.3
2017-12-19,13.3,13.3,13.3,13.3
2017-12-20,13.1,13.1,13.1,13.1
2017-12-21,13.3,13.3,13.3,13.3
2017-12-22,13.45,13.45,13.45,13.45
2017-12-25,13.072,13.072,13.072,13.072
2017-12-27,13.3,13.3,13.3,13.3
2017-12-28,13.2,13.2,13.2,13.2
2017-12-29,13.2,13.2,13.2,13.2
2018-01-01,13.072,13.072,13.072,13.072
2018-01-02,13.45,13.45,13.45,13.45
2018-01-03,13.45,13.45,13.45,13.45
2018-01-04,13.2,13.2,13.2,13.2
2018-01-05,13.2,13.2,13.2,13.2
2018-01-08,13.15,13.15,13.15,13.15
2018-01-09,13.2,13.2,13.2,13.2
2018-01-10,13.086,13.086,13.086,13.086
2018-01-11,13.086,13.086,13.086,13.086
2018-01-12,13.2,13.2,13.2,13.2
2018-01-15,13.086,13.086,13.086,13.086
2018-01-16,13.05,13.05,13.05,13.05
2018-01-17,13.05,13.05,13.05,13.05
2018-01-18,13.05,13.05,13.05,13.05
2018-01-19,13.12,13.12,13.12,13.12
2018-01-22,13,13,13,13
2018-01-23,12.95,12.95,12.95,12.95
2018-01-24,13,13,13,13
2018-01-25,12.95,12.95,12.95,12.95
2018-01-26,13.1,13.1,13.1,13.1
2018-01-29,12.95,12.95,12.95,12.95
2018-01-30,13.15,13.15,13.15,13.15
2018-01-31,13.15,13.15,13.15,13.15
2018-02-01,13,13,13,13
2018-02-02,13.15,13.15,13.15,13.15
2018-02-05,13,13,13,13
2018-02-06,13.15,13.15,13.15,13.15
2018-02-07,13.15,13.15,13.15,13.15
2018-02-08,13.15,13.15,13.15,13.15
2018-02-09,13.05,13.05,13.05,13.05
2018-02-12,13.1,13.1,13.1,13.1
2018-02-13,13.15,13.15,13.15,13.15
2018-02-14,12.8,12.8,12.8,12.8
2018-02-15,12.88,12.88,12.88,12.88
2018-02-16,13.15,13.15,13.15,13.15
2018-02-19,13.15,13.15,13.15,13.15
2018-02-20,12.9,12.9,12.9,12.9
2018-02-21,12.9,12.9,12.9,12.9
2018-02-22,13.3,13.3,13.3,13.3
2018-02-23,12.9,12.9,12.9,12.9
2018-02-26,13.1,13.1,13.1,13.1
2018-02-27,13.15,13.15,13.15,13.15
2018-02-28,12.9,12.9,12.9,12.9
2018-03-01,12.95,12.95,12.95,12.95
2018-03-02,12.9,12.9,12.9,12.9
2018-03-05,13.1,13.1,13.1,13.1
2018-03-06,13.3,13.3,13.3,13.3
2018-03-07,13.15,13.15,13.15,13.15
2018-03-08,13.15,13.15,13.15,13.15
2018-03-09,13.3,13.3,13.3,13.3
2018-03-12,12.9,12.9,12.9,12.9
2018-03-13,13.1,13.1,13.1,13.1
2018-03-14,13.15,13.15,13.15,13.15
2018-03-15,12.9,12.9,12.9,12.9
2018-03-16,13.15,13.15,13.15,13.15
2018-03-19,12.3,12.3,12.3,12.3
2018-03-20,12.8,12.8,12.8,12.8
2018-03-21,13.1,13.1,13.1,13.1
2018-03-22,12.9,12.9,12.9,12.9
2018-03-23,13.1,13.1,13.1,13.1
2018-03-26,13.1,13.1,13.1,13.1
2018-03-27,13.1,13.1,13.1,13.1
2018-03-28,12.4,12.4,12.4,12.4
2018-03-29,12.85,12.85,12.85,12.85
2018-03-30,12.85,12.85,12.85,12.85
2018-04-02,12.85,12.85,12.85,12.85
2018-04-03,12.85,12.85,12.85,12.85
2018-04-04,13.1,13.1,13.1,13.1
2018-04-05,12.88,12.88,12.88,12.88
2018-04-06,13.1,13.1,13.1,13.1
2018-04-09,13.15,13.15,13.15,13.15
2018-04-10,13.15,13.15,13.15,13.15
2018-04-11,13.1,13.1,13.1,13.1
2018-04-12,13.15,13.15,13.15,13.15
2018-04-13,13.15,13.15,13.15,13.15
2018-04-16,12.88,12.88,12.88,12.88
2018-04-17,12.88,12.88,12.88,12.88
2018-04-18,13.15,13.15,13.15,13.15
2018-04-19,13.15,13.15,13.15,13.15
2018-04-20,13,13,13,13
2018-04-23,12.4,12.4,12.4,12.4
2018-04-24,12.88,12.88,12.88,12.88
2018-04-25,12.4,12.4,12.4,12.4
2018-04-26,13.15,13.15,13.15,13.15
2018-04-27,13.15,13.15,13.15,13.15
2018-04-30,13.15,13.15,13.15,13.15
2018-05-01,13.15,13.15,13.15,13.15
2018-05-02,12.85,12.85,12.85,12.85
2018-05-03,12.9,12.9,12.9,12.9
2018-05-04,12.9,12.9,12.9,12.9
2018-05-07,12.8,12.8,12.8,12.8
2018-05-08,13.15,13.15,13.15,13.15
2018-05-09,12.8,12.8,12.8,12.8
2018-05-10,13.15,13.15,13.15,13.15
2018-05-11,12.85,12.85,12.85,12.85
2018-05-14,13.1,13.1,13.1,13.1
2018-05-15,13.15,13.15,13.15,13.15
2018-05-16,13.15,13.15,13.15,13.15
2018-05-17,13.15,13.15,13.15,13.15
2018-05-18,12.9,12.9,12.9,12.9
2018-05-21,13.15,13.15,13.15,13.15
2018-05-22,13.1,13.1,13.1,13.1
2018-05-23,13.3,13.3,13.3,13.3
2018-05-24,13.15,13.15,13.15,13.15
2018-05-25,13.15,13.15,13.15,13.15
2018-05-28,13.15,13.15,13.15,13.15
2018-05-29,13.3,13.3,13.3,13.3
2018-05-30,13.3,13.3,13.3,13.3
2018-05-31,12.75,12.75,12.75,12.75
2018-06-01,12.8,12.8,12.8,12.8
2018-06-04,12.8,12.8,12.8,12.8
2018-06-05,12.75,12.75,12.75,12.75
2018-06-06,12.4,12.4,12.4,12.4
2018-06-07,13.15,13.15,13.15,13.15
2018-06-08,13.15,13.15,13.15,13.15
2018-06-11,13.15,13.15,13.15,13.15
2018-06-12,13.1,13.1,13.1,13.1
2018-06-13,12.85,12.85,12.85,12.85
2018-06-14,12.9,12.9,12.9,12.9
2018-06-15,12.85,12.85,12.85,12.85
2018-06-18,12.9,12.9,12.9,12.9
2018-06-19,13.15,13.15,13.15,13.15
2018-06-20,13.15,13.15,13.15,13.15
2018-06-21,13.1,13.1,13.1,13.1
2018-06-22,13.15,13.15,13.15,13.15
2018-06-25,12.75,12.75,12.75,12.75
2018-06-26,12.9,12.9,12.9,12.9
2018-06-27,12.75,12.75,12.75,12.75
2018-06-28,12.75,12.75,12.75,12.75
2018-06-29,12.75,12.75,12.75,12.75
2018-07-02,12.85,12.85,12.85,12.85
2018-07-03,12.85,12.85,12.85,12.85
2018-07-04,12.85,12.85,12.85,12.85
2018-07-05,12.75,12.75,12.75,12.75
2018-07-06,12.65,12.65,12.65,12.65
2018-07-09,13,13,13,13
2018-07-10,13,13,13,13
2018-07-11,12.75,12.75,12.75,12.75
2018-07-12,13.1,13.1,13.1,13.1
2018-07-13,12.85,12.85,12.85,12.85
2018-07-16,13.3,13.3,13.3,13.3
2018-07-17,12.85,12.85,12.85,12.85
2018-07-18,13.1,13.1,13.1,13.1
2018-07-19,13.3,13.3,13.3,13.3
2018-07-20,13.3,13.3,13.3,13.3
2018-07-23,13,13,13,13
2018-07-24,13,13,13,13
2018-07-25,12.85,12.85,12.85,12.85
2018-07-26,13.3,13.3,13.3,13.3
2018-07-27,12.8,12.8,12.8,12.8
2018-07-30,12.75,12.75,12.75,12.75
2018-07-31,12.55,12.55,12.55,12.55
2018-08-01,13.15,13.15,13.15,13.15
2018-08-02,12.85,12.85,12.85,12.85
2018-08-03,12.8,12.8,12.8,12.8
2018-08-06,12.85,12.85,12.85,12.85
2018-08-07,13.3,13.3,13.3,13.3
2018-08-08,13.3,13.3,13.3,13.3
2018-08-09,12.85,12.85,12.85,12.85
2018-08-10,12.8,12.8,12.8,12.8
2018-08-13,13,13,13,13
2018-08-14,13.15,13.15,13.15,13.15
2018-08-15,12.85,12.85,12.85,12.85
2018-08-16,13.15,13.15,13.15,13.15
2018-08-17,13.3,13.3,13.3,13.3
2018-08-20,12.85,12.85,12.85,12.85
2018-08-21,12.85,12.85,12.85,12.85
2018-08-22,13.3,13.3,13.3,13.3
2018-08-23,12.85,12.85,12.85,12.85
2018-08-24,12.8,12.8,12.8,12.8
2018-08-27,12.75,12.75,12.75,12.75
2018-08-28,13.15,13.15,13.15,13.15
2018-08-29,13,13,13,13
2018-08-30,12.8,12.8,12.8,12.8
2018-08-31,12.75,12.75,12.75,12.75
2018-09-03,12.8,12.8,12.8,12.8
2018-09-04,12.8,12.8,12.8,12.8
2018-09-05,12.75,12.75,12.75,12.75
2018-09-06,12.617,12.617,12.617,12.617
2018-09-07,12.617,12.617,12.617,12.617
2018-09-10,12.617,12.617,12.617,12.617
2018-09-11,12.617,12.617,12.617,12.617
2018-09-12,12.617,12.617,12.617,12.617
2018-09-13,12.617,12.617,12.617,12.617
2018-09-14,12.617,12.617,12.617,12.617
2018-09-17,12.617,12.617,12.617,12.617
2018-09-18,12.617,12.617,12.617,12.617
2018-09-19,12.617,12.617,12.617,12.617
2018-09-20,12.572,12.572,12.572,12.572
2018-09-21,12.572,12.572,12.572,12.572
2018-09-24,12.5,12.5,12.5,12.5
2018-09-25,12.5,12.5,12.5,12.5
2018-09-26,12.8,12.8,12.8,12.8
2018-09-27,12.5,12.5,12.5,12.5
2018-09-28,12.572,12.572,12.572,12.572
2018-10-01,12.572,12.572,12.572,12.572
2018-10-02,12.572,12.572,12.572,12.572
2018-10-03,12.572,12.572,12.572,12.572
2018-10-04,12.572,12.572,12.572,12.572
2018-10-05,12.75,12.75,12.75,12.75
2018-10-08,12.8,12.8,12.8,12.8
2018-10-09,12.75,12.75,12.75,12.75
2018-10-10,12.75,12.75,12.75,12.75
2018-10-11,12.75,12.75,12.75,12.75
2018-10-12,12.75,12.75,12.75,12.75
2018-10-15,12.75,12.75,12.75,12.75
2018-10-16,12.75,12.75,12.75,12.75
2018-10-17,12.75,12.75,12.75,12.75
2018-10-18,12.75,12.75,12.75,12.75
2018-10-19,12.55,12.55,12.55,12.55
2018-10-22,12.75,12.75,12.75,12.75
2018-10-23,12.75,12.75,12.75,12.75
2018-10-24,12.6,12.6,12.6,12.6
2018-10-25,12.6,12.6,12.6,12.6
2018-10-26,12.6,12.6,12.6,12.6
2018-10-29,12.55,12.55,12.55,12.55
2018-10-30,12.58,12.58,12.58,12.58
2018-10-31,12.25,12.25,12.25,12.25
2018-11-01,12.25,12.25,12.25,12.25
2018-11-02,12.55,12.55,12.55,12.55
2018-11-05,12.25,12.25,12.25,12.25
2018-11-06,12.6,12.6,12.6,12.6
2018-11-07,12.55,12.55,12.55,12.55
2018-11-08,12.6,12.6,12.6,12.6
2018-11-09,12.6,12.6,12.6,12.6
2018-11-12,12.6,12.6,12.6,12.6
2018-11-13,12.6,12.6,12.6,12.6
2018-11-14,12.6,12.6,12.6,12.6
2018-11-15,12.6,12.6,12.6,12.6
2018-11-16,12.6,12.6,12.6,12.6
2018-11-19,12.25,12.25,12.25,12.25
2018-11-20,12.25,12.25,12.25,12.25
2018-11-21,12.55,12.55,12.55,12.55
2018-11-22,12.55,12.55,12.55,12.55
2018-11-23,12.25,12.25,12.25,12.25
2018-11-26,12.25,12.25,12.25,12.25
2018-11-27,12.6,12.6,12.6,12.6
2018-11-28,12.51,12.51,12.51,12.51
2018-11-29,12.4,12.4,12.4,12.4
2018-11-30,12.6,12.6,12.6,12.6
2018-12-03,12.25,12.25,12.25,12.25
2018-12-04,12.6,12.6,12.6,12.6
2018-12-05,12.6,12.6,12.6,12.6
2018-12-06,12.55,12.55,12.55,12.55
2018-12-07,12.25,12.25,12.25,12.25
2018-12-10,12.25,12.25,12.25,12.25
2018-12-11,12.51,12.51,12.51,12.51
2018-12-12,12.35,12.35,12.35,12.35
2018-12-13,12.51,12.51,12.51,12.51
2018-12-14,12.51,12.51,12.51,12.51
2018-12-17,12.6,12.6,12.6,12.6
2018-12-18,12.55,12.55,12.55,12.55
2018-12-19,12.6,12.6,12.6,12.6
2018-12-20,12.25,12.25,12.25,12.25
2018-12-21,12.25,12.25,12.25,12.25
2018-12-24,12.55,12.55,12.55,12.55
2018-12-25,12.55,12.55,12.55,12.55
2018-12-26,12.55,12.55,12.55,12.55
2018-12-27,12.55,12.55,12.55,12.55
2018-12-28,12.51,12.51,12.51,12.51
2018-12-31,12.6,12.6,12.6,12.6
2019-01-01,12.25,12.25,12.25,12.25
2019-01-02,12.51,12.51,12.51,12.51
2019-01-03,12.51,12.51,12.51,12.51
2019-01-04,12.51,12.51,12.51,12.51
2019-01-07,12.25,12.25,12.25,12.25
2019-01-08,12.25,12.25,12.25,12.25
2019-01-09,12.51,12.51,12.51,12.51
2019-01-10,12.51,12.51,12.51,12.51
2019-01-11,12.51,12.51,12.51,12.51
2019-01-14,12.51,12.51,12.51,12.51
2019-01-15,12.51,12.51,12.51,12.51
2019-01-16,12.51,12.51,12.51,12.51
2019-01-17,12.51,12.51,12.51,12.51
2019-01-18,12.51,12.51,12.51,12.51
2019-01-21,12.5,12.5,12.5,12.5
2019-01-22,12.5,12.5,12.5,12.5
2019-01-23,12.5,12.5,12.5,12.5
2019-01-24,12.51,12.51,12.51,12.51
2019-01-25,12.51,12.51,12.51,12.51
2019-01-28,12.25,12.25,12.25,12.25
2019-01-29,12.51,12.51,12.51,12.51
2019-01-30,12.51,12.51,12.51,12.51
2019-01-31,12.51,12.51,12.51,12.51
2019-02-01,12.25,12.25,12.25,12.25
2019-02-04,12.51,12.51,12.51,12.51
2019-02-05,12.51,12.51,12.51,12.51
2019-02-06,12.6,12.6,12.6,12.6
2019-02-07,12.51,12.51,12.51,12.51
2019-02-08,12.51,12.51,12.51,12.51
2019-02-11,12.51,12.51,12.51,12.51
2019-02-12,12.51,12.51,12.51,12.51
2019-02-13,12.51,12.51,12.51,12.51
2019-02-14,12.51,12.51,12.51,12.51
2019-02-15,12.51,12.51,12.51,12.51
2019-02-18,12.51,12.51,12.51,12.51
2019-02-19,12.51,12.51,12.51,12.51
2019-02-20,12.51,12.51,12.51,12.51
2019-02-21,12.51,12.51,12.51,12.51
2019-02-22,12.51,12.51,12.51,12.51
2019-02-25,12.25,12.25,12.25,12.25
2019-02-26,11.85,11.85,11.85,11.85
2019-02-27,12.51,12.51,12.51,12.51
2019-02-28,12.35,12.35,12.35,12.35
2019-03-01,11.85,11.85,11.85,11.85
2019-03-04,12.45,12.45,12.45,12.45
2019-03-05,12.25,12.25,12.25,12.25
2019-03-06,12.538,12.538,12.538,12.538
2019-03-07,12.25,12.25,12.25,12.25
2019-03-08,12.35,12.35,12.35,12.35
2019-03-11,12.45,12.45,12.45,12.45
2019-03-12,12.25,12.25,12.25,12.25
2019-03-13,12.25,12.25,12.25,12.25
2019-03-14,12.25,12.25,12.25,12.25
2019-03-15,12.538,12.538,12.538,12.538
2019-03-18,12.25,12.25,12.25,12.25
2019-03-19,12.25,12.25,12.25,12.25
2019-03-20,12.25,12.25,12.25,12.25
2019-03-21,12.25,12.25,12.25,12.25
2019-03-22,12.144,12.144,12.144,12.144
2019-03-25,12.2,12.2,12.2,12.2
2019-03-26,12.144,12.144,12.144,12.144
2019-03-27,12.144,12.144,12.144,12.144
2019-03-28,12.25,12.25,12.25,12.25
2019-03-29,12.25,12.25,12.25,12.25
2019-04-01,12.25,12.25,12.25,12.25
2019-04-02,12.25,12.25,12.25,12.25
2019-04-03,12.144,12.144,12.144,12.144
2019-04-04,12.144,12.144,12.144,12.144
2019-04-05,12.25,12.25,12.25,12.25
2019-04-08,12.25,12.25,12.25,12.25
2019-04-09,12.25,12.25,12.25,12.25
2019-04-10,12.15,12.15,12.15,12.15
2019-04-11,12.15,12.15,12.15,12.15
2019-04-12,12.15,12.15,12.15,12.15
2019-04-15,12.15,12.15,12.15,12.15
2019-04-16,12.15,12.15,12.15,12.15
2019-04-17,12.15,12.15,12.15,12.15
2019-04-18,12.15,12.15,12.15,12.15
2019-04-19,12.15,12.15,12.15,12.15
2019-04-22,12.15,12.15,12.15,12.15
2019-04-23,12.15,12.15,12.15,12.15
2019-04-24,12.15,12.15,12.15,12.15
2019-04-25,12.15,12.15,12.15,12.15
2019-04-26,12.15,12.15,12.15,12.15
2019-04-29,12.1,12.1,12.1,12.1
2019-04-30,12.4,12.4,12.4,12.4
2019-05-01,12.4,12.4,12.4,12.4
2019-05-02,12.35,12.35,12.35,12.35
2019-05-03,12.4,12.4,12.4,12.4
2019-05-06,12.15,12.15,12.15,12.15
2019-05-07,12.4,12.4,12.4,12.4
2019-05-08,12.4,12.4,12.4,12.4
2019-05-09,12.4,12.4,12.4,12.4
2019-05-10,12.4,12.4,12.4,12.4
2019-05-13,12.15,12.15,12.15,12.15
2019-05-14,12.15,12.15,12.15,12.15
2019-05-15,12.15,12.15,12.15,12.15
2019-05-16,12.15,12.15,12.15,12.15
2019-05-17,12.35,12.35,12.35,12.35
2019-05-20,12.2,12.2,12.2,12.2
2019-05-21,12.15,12.15,12.15,12.15
2019-05-22,12.4,12.4,12.4,12.4
2019-05-23,12.4,12.4,12.4,12.4
2019-05-24,12.15,12.15,12.15,12.15
2019-05-27,12.35,12.35,12.35,12.35
2019-05-28,12.35,12.35,12.35,12.35
2019-05-29,12.35,12.35,12.35,12.35
2019-05-30,12.35,12.35,12.35,12.35
2019-05-31,12.35,12.35,12.35,12.35
2019-06-03,12.05,12.05,12.05,12.05
2019-06-04,12.1,12.1,12.1,12.1
2019-06-05,12.05,12.05,12.05,12.05
2019-06-06,12.05,12.05,12.05,12.05
2019-06-07,12.1,12.1,12.1,12.1
2019-06-10,12.05,12.05,12.05,12.05
2019-06-11,12.05,12.05,12.05,12.05
2019-06-12,12.05,12.05,12.05,12.05
2019-06-13,12.05,12.05,12.05,12.05
2019-06-14,12.05,12.05,12.05,12.05
2019-06-17,11.9,11.9,11.9,11.9
2019-06-18,11.9,11.9,11.9,11.9
2019-06-19,12,12,12,12
2019-06-20,12,12,12,12
2019-06-21,11.9,11.9,11.9,11.9
2019-06-24,12.017,12.017,12.017,12.017
2019-06-25,12.017,12.017,12.017,12.017
2019-06-26,11.75,11.75,11.75,11.75
2019-06-27,12.017,12.017,12.017,12.017
2019-06-28,11.75,11.75,11.75,11.75
2019-07-01,11.75,11.75,11.75,11.75
2019-07-02,11.75,11.75,11.75,11.75
2019-07-03,11.75,11.75,11.75,11.75
2019-07-04,11.65,11.65,11.65,11.65
2019-07-05,11.75,11.75,11.75,11.75
2019-07-08,11.75,11.75,11.75,11.75
2019-07-09,11.75,11.75,11.75,11.75
2019-07-10,11.75,11.75,11.75,11.75
2019-07-11,11.75,11.75,11.75,11.75
2019-07-12,11.75,11.75,11.75,11.75
2019-07-15,11.65,11.65,11.65,11.65
2019-07-16,11.65,11.65,11.65,11.65
2019-07-17,12.017,12.017,12.017,12.017
2019-07-18,12.017,12.017,12.017,12.017
2019-07-19,11.65,11.65,11.65,11.65
2019-07-22,11.65,11.65,11.65,11.65
2019-07-23,11.65,11.65,11.65,11.65
2019-07-24,12.017,12.017,12.017,12.017
2019-07-25,11.747,11.747,11.747,11.747
2019-07-26,11.65,11.65,11.65,11.65
2019-07-29,11.747,11.747,11.747,11.747
2019-07-30,11.6,11.6,11.6,11.6
2019-07-31,11.6,11.6,11.6,11.6
2019-08-01,11.45,11.45,11.45,11.45
2019-08-02,11.45,11.45,11.45,11.45
2019-08-05,11.45,11.45,11.45,11.45
2019-08-06,11.747,11.747,11.747,11.747
2019-08-07,11.747,11.747,11.747,11.747
2019-08-08,11.45,11.45,11.45,11.45
2019-08-09,11.747,11.747,11.747,11.747
2019-08-12,11.45,11.45,11.45,11.45
2019-08-13,11.5,11.5,11.5,11.5
2019-08-14,11.5,11.5,11.5,11.5
2019-08-15,11.747,11.747,11.747,11.747
2019-08-16,11.55,11.55,11.55,11.55
2019-08-19,11.5,11.5,11.5,11.5
2019-08-20,11.747,11.747,11.747,11.747
2019-08-21,11.747,11.747,11.747,11.747
2019-08-22,11.55,11.55,11.55,11.55
2019-08-23,11.5,11.5,11.5,11.5
2019-08-26,11.65,11.65,11.65,11.65
2019-08-27,11.629,11.629,11.629,11.629
2019-08-28,11.629,11.629,11.629,11.629
2019-08-29,11.65,11.65,11.65,11.65
2019-08-30,11.65,11.65,11.65,11.65
2019-09-02,11.705,11.705,11.705,11.705
2019-09-03,11.5,11.5,11.5,11.5
2019-09-04,11.5,11.5,11.5,11.5
2019-09-05,11.5,11.5,11.5,11.5
2019-09-06,11.5,11.5,11.5,11.5
2019-09-09,11.5,11.5,11.5,11.5
2019-09-10,11.5,11.5,11.5,11.5
2019-09-11,11.5,11.5,11.5,11.5
2019-09-12,11.854,11.854,11.854,11.854
2019-09-13,11.55,11.55,11.55,11.55
2019-09-16,11.854,11.854,11.854,11.854
2019-09-17,11.854,11.854,11.854,11.854
2019-09-18,11.854,11.854,11.854,11.854
2019-09-19,11.854,11.854,11.854,11.854
2019-09-20,11.55,11.55,11.55,11.55
2019-09-23,11.872,11.872,11.872,11.872
2019-09-24,11.872,11.872,11.872,11.872
2019-09-25,11.55,11.55,11.55,11.55
2019-09-26,11.55,11.55,11.55,11.55
2019-09-27,11.55,11.55,11.55,11.55
2019-09-30,11.55,11.55,11.55,11.55
2019-10-01,11.6,11.6,11.6,11.6
2019-10-02,11.6,11.6,11.6,11.6
2019-10-03,11.6,11.6,11.6,11.6
2019-10-04,11.6,11.6,11.6,11.6
2019-10-07,11.65,11.65,11.65,11.65
2019-10-08,11.65,11.65,11.65,11.65
2019-10-09,11.65,11.65,11.65,11.65
2019-10-10,11.65,11.65,11.65,11.65
2019-10-11,11.65,11.65,11.65,11.65
2019-10-14,11.65,11.65,11.65,11.65
2019-10-15,11.65,11.65,11.65,11.65
2019-10-16,11.65,11.65,11.65,11.65
2019-10-17,11.65,11.65,11.65,11.65
2019-10-18,11.872,11.872,11.872,11.872
2019-10-21,11.892,11.892,11.892,11.892
2019-10-22,11.559,11.559,11.559,11.559
2019-10-23,11.55,11.55,11.55,11.55
2019-10-24,11.55,11.55,11.55,11.55
2019-10-25,11.55,11.55,11.55,11.55
2019-10-28,11.55,11.55,11.55,11.55
2019-10-29,11.55,11.55,11.55,11.55
2019-10-30,11.55,11.55,11.55,11.55
2019-10-31,11.55,11.55,11.55,11.55
2019-11-01,11.75,11.75,11.75,11.75
2019-11-04,11.75,11.75,11.75,11.75
2019-11-05,11.75,11.75,11.75,11.75
2019-11-06,11.75,11.75,11.75,11.75
2019-11-07,11.75,11.75,11.75,11.75
2019-11-08,11.75,11.75,11.75,11.75
2019-11-11,11.75,11.75,11.75,11.75
2019-11-12,11.75,11.75,11.75,11.75
2019-11-13,11.958,11.958,11.958,11.958
2019-11-14,11.958,11.958,11.958,11.958
2019-11-15,11.75,11.75,11.75,11.75
2019-11-18,11.75,11.75,11.75,11.75
2019-11-19,11.75,11.75,11.75,11.75
2019-11-20,11.75,11.75,11.75,11.75
2019-11-21,11.731,11.731,11.731,11.731
2019-11-22,12.3,12.3,12.3,12.3
2019-11-25,11.95,11.95,11.95,11.95
2019-11-26,12.381,12.381,12.381,12.381
2019-11-27,12.381,12.381,12.381,12.381
2019-11-28,12.349,12.349,12.349,12.349
2019-11-29,11.95,11.95,11.95,11.95
2019-12-02,12.2,12.2,12.2,12.2
2019-12-03,12.415,12.415,12.415,12.415
2019-12-04,12.415,12.415,12.415,12.415
2019-12-05,12.415,12.415,12.415,12.415
2019-12-06,12.465,12.465,12.465,12.465
2019-12-09,12.2,12.2,12.2,12.2
2019-12-10,12.2,12.2,12.2,12.2
2019-12-11,12.2,12.2,12.2,12.2
2019-12-12,12.476,12.476,12.476,12.476
2019-12-13,12.486,12.486,12.486,12.486
2019-12-16,12.486,12.486,12.486,12.486
2019-12-17,12.2,12.2,12.2,12.2
2019-12-18,12.2,12.2,12.2,12.2
2019-12-19,12.2,12.2,12.2,12.2
2019-12-20,12.2,12.2,12.2,12.2
2019-12-23,12.2,12.2,12.2,12.2
2019-12-24,12.2,12.2,12.2,12.2
2019-12-25,12.488,12.488,12.488,12.488
2019-12-26,12.488,12.488,12.488,12.488
2019-12-27,12.2,12.2,12.2,12.2
2019-12-30,12.486,12.486,12.486,12.486
2019-12-31,12.2,12.2,12.2,12.2
2020-01-01,12.488,12.488,12.488,12.488
2020-01-02,12.46,12.46,12.46,12.46
2020-01-03,12.46,12.46,12.46,12.46
2020-01-06,12.2,12.2,12.2,12.2
2020-01-07,12.2,12.2,12.2,12.2
2020-01-08,12.2,12.2,12.2,12.2
2020-01-09,12.46,12.46,12.46,12.46
2020-01-10,12.2,12.2,12.2,12.2
2020-01-13,12.46,12.46,12.46,12.46
2020-01-14,12.46,12.46,12.46,12.46
2020-01-15,12,12,12,12
2020-01-16,12,12,12,12
2020-01-17,12,12,12,12
2020-01-20,12,12,12,12
2020-01-21,12.1,12.1,12.1,12.1
2020-01-22,12.43,12.43,12.43,12.43
2020-01-23,12.43,12.43,12.43,12.43
2020-01-24,12.1,12.1,12.1,12.1
2020-01-27,12.5,12.5,12.5,12.5
2020-01-28,12.5,12.5,12.5,12.5
2020-01-29,12.5,12.5,12.5,12.5
2020-01-30,12.5,12.5,12.5,12.5
