Date,Open,High,Low,Close
2017-01-03,14.02,14.02,14.02,14.02
2017-01-04,14.087,14.087,14.087,14.087
2017-01-05,14.087,14.087,14.087,14.087
2017-01-06,14.087,14.087,14.087,14.087
2017-01-09,14.087,14.087,14.087,14.087
2017-01-10,14.087,14.087,14.087,14.087
2017-01-11,14.087,14.087,14.087,14.087
2017-01-13,14.087,14.087,14.087,14.087
2017-01-16,14.087,14.087,14.087,14.087
2017-01-17,14.087,14.087,14.087,14.087
2017-01-18,14.02,14.02,14.02,14.02
2017-01-19,14,14,14,14
2017-01-20,14.009,14.009,14.009,14.009
2017-01-23,14.009,14.009,14.009,14.009
2017-01-24,14.139,14.139,14.139,14.139
2017-01-25,14.139,14.139,14.139,14.139
2017-01-26,14.139,14.139,14.139,14.139
2017-01-27,14.139,14.139,14.139,14.139
2017-01-30,14.015,14.015,14.015,14.015
2017-01-31,14.01,14.01,14.01,14.01
2017-02-01,14.01,14.01,14.01,14.01
2017-02-02,14.015,14.015,14.015,14.015
2017-02-03,14.015,14.015,14.015,14.015
2017-02-06,14.015,14.015,14.015,14.015
2017-02-07,14,14,14,14
2017-02-08,14.015,14.015,14.015,14.015
2017-02-09,14.015,14.015,14.015,14.015
2017-02-10,14.015,14.015,14.015,14.015
2017-02-13,14.015,14.015,14.015,14.015
2017-02-14,14.015,14.015,14.015,14.015
2017-02-15,14.015,14.015,14.015,14.015
2017-02-16,14.015,14.015,14.015,14.015
2017-02-17,14.015,14.015,14.015,14.015
2017-02-20,14.015,14.015,14.015,14.015
2017-02-21,14.015,14.015,14.015,14.015
2017-02-22,13.872,13.872,13.872,13.872
2017-02-23,13.872,13.872,13.872,13.872
2017-02-24,14.003,14.003,14.003,14.003
2017-02-27,14.003,14.003,14.003,14.003
2017-02-28,13.84,13.84,13.84,13.84
2017-03-01,13.84,13.84,13.84,13.84
2017-03-02,14.003,14.003,14.003,14.003
2017-03-03,13.84,13.84,13.84,13.84
2017-03-06,13.84,13.84,13.84,13.84
2017-03-07,14.003,14.003,14.003,14.003
2017-03-08,14.003,14.003,14.003,14.003
2017-03-09,14.003,14.003,14.003,14.003
2017-03-10,14.003,14.003,14.003,14.003
2017-03-13,14.003,14.003,14.003,14.003
2017-03-14,14.003,14.003,14.003,14.003
2017-03-15,14.003,14.003,14.003,14.003
2017-03-16,14.003,14.003,14.003,14.003
2017-03-17,14.003,14.003,14.003,14.003
2017-03-20,14.003,14.003,14.003,14.003
2017-03-21,14.003,14.003,14.003,14.003
2017-03-22,14.003,14.003,14.003,14.003
2017-03-23,14.003,14.003,14.003,14.003
2017-03-24,14.003,14.003,14.003,14.003
2017-03-27,14.003,14.003,14.003,14.003
2017-03-28,14.003,14.003,14.003,14.003
2017-03-29,14.003,14.003,14.003,14.003
2017-03-30,13.991,13.991,13.991,13.991
2017-03-31,13.991,13.991,13.991,13.991
2017-04-03,13.84,13.84,13.84,13.84
2017-04-04,13.991,13.991,13.991,13.991
2017-04-05,13.991,13.991,13.991,13.991
2017-04-06,13.991,13.991,13.991,13.991
2017-04-07,13.991,13.991,13.991,13.991
2017-04-10,13.985,13.985,13.985,13.985
2017-04-11,13.796,13.796,13.796,13.796
2017-04-12,13.796,13.796,13.796,13.796
2017-04-13,13.84,13.84,13.84,13.84
2017-04-14,13.796,13.796,13.796,13.796
2017-04-17,13.796,13.796,13.796,13.796
2017-04-18,13.796,13.796,13.796,13.796
2017-04-19,13.796,13.796,13.796,13.796
2017-04-20,13.796,13.796,13.796,13.796
2017-04-21,13.796,13.796,13.796,13.796
2017-04-24,13.796,13.796,13.796,13.796
2017-04-25,13.84,13.84,13.84,13.84
2017-04-26,13.84,13.84,13.84,13.84
2017-04-27,13.592,13.592,13.592,13.592
2017-04-28,13.592,13.592,13.592,13.592
2017-05-01,13.592,13.592,13.592,13.592
2017-05-02,13.592,13.592,13.592,13.592
2017-05-03,13.84,13.84,13.84,13.84
2017-05-04,13.443,13.443,13.443,13.443
2017-05-05,13.84,13.84,13.84,13.84
2017-05-08,13.443,13.443,13.443,13.443
2017-05-09,13.443,13.443,13.443,13.443
2017-05-10,13.443,13.443,13.443,13.443
2017-05-11,13.443,13.443,13.443,13.443
2017-05-12,13.443,13.443,13.443,13.443
2017-05-15,13.443,13.443,13.443,13.443
2017-05-16,13.443,13.443,13.443,13.443
2017-05-17,13.443,13.443,13.443,13.443
2017-05-18,13.443,13.443,13.443,13.443
2017-05-19,13.443,13.443,13.443,13.443
2017-05-22,13.443,13.443,13.443,13.443
2017-05-23,13.443,13.443,13.443,13.443
2017-05-24,13.443,13.443,13.443,13.443
2017-05-25,13.443,13.443,13.443,13.443
2017-05-26,13.2,13.2,13.2,13.2
2017-05-29,13.485,13.485,13.485,13.485
2017-05-30,13.485,13.485,13.485,13.485
2017-05-31,13.14,13.14,13.14,13.14
2017-06-01,13.486,13.486,13.486,13.486
2017-06-02,13.14,13.14,13.14,13.14
2017-06-05,13.582,13.582,13.582,13.582
2017-06-06,13.582,13.582,13.582,13.582
2017-06-07,13.582,13.582,13.582,13.582
2017-06-08,13.582,13.582,13.582,13.582
2017-06-09,13.582,13.582,13.582,13.582
2017-06-12,13.582,13.582,13.582,13.582
2017-06-13,13.582,13.582,13.582,13.582
2017-06-14,13.582,13.582,13.582,13.582
2017-06-15,13.582,13.582,13.582,13.582
2017-06-16,13.14,13.14,13.14,13.14
2017-06-19,13.582,13.582,13.582,13.582
2017-06-20,13.582,13.582,13.582,13.582
2017-06-21,13.14,13.14,13.14,13.14
2017-06-22,13.14,13.14,13.14,13.14
2017-06-23,13.54,13.54,13.54,13.54
2017-06-26,13.54,13.54,13.54,13.54
2017-06-27,13.54,13.54,13.54,13.54
2017-06-28,13.54,13.54,13.54,13.54
2017-06-29,13.3,13.3,13.3,13.3
2017-06-30,13.3,13.3,13.3,13.3
2017-07-03,13.252,13.252,13.252,13.252
2017-07-04,13.252,13.252,13.252,13.252
2017-07-05,13.252,13.252,13.252,13.252
2017-07-06,13.252,13.252,13.252,13.252
2017-07-07,13.252,13.252,13.252,13.252
2017-07-10,13.252,13.252,13.252,13.252
2017-07-11,13.1,13.1,13.1,13.1
2017-07-12,13.252,13.252,13.252,13.252
2017-07-13,13.252,13.252,13.252,13.252
2017-07-14,13.252,13.252,13.252,13.252
2017-07-17,13.252,13.252,13.252,13.252
2017-07-18,13.252,13.252,13.252,13.252
2017-07-19,13.252,13.252,13.252,13.252
2017-07-20,13.3,13.3,13.3,13.3
2017-07-21,13.3,13.3,13.3,13.3
2017-07-24,13.252,13.252,13.252,13.252
2017-07-25,13.252,13.252,13.252,13.252
2017-07-26,13,13,13,13
2017-07-27,13.252,13.252,13.252,13.252
2017-07-28,13.252,13.252,13.252,13.252
2017-07-31,13.252,13.252,13.252,13.252
2017-08-01,13.252,13.252,13.252,13.252
2017-08-02,13,13,13,13
2017-08-03,13,13,13,13
2017-08-04,13.252,13.252,13.252,13.252
2017-08-07,13.252,13.252,13.252,13.252
2017-08-08,13.252,13.252,13.252,13.252
2017-08-09,13.252,13.252,13.252,13.252
2017-08-10,13.252,13.252,13.252,13.252
2017-08-11,13.252,13.252,13.252,13.252
2017-08-14,13.252,13.252,13.252,13.252
2017-08-15,12.951,12.951,12.951,12.951
2017-08-16,13,13,13,13
2017-08-17,12.951,12.951,12.951,12.951
2017-08-18,12.951,12.951,12.951,12.951
2017-08-21,12.951,12.951,12.951,12.951
2017-08-22,13,13,13,13
2017-08-23,12.951,12.951,12.951,12.951
2017-08-24,12.951,12.951,12.951,12.951
2017-08-25,12.816,12.816,12.816,12.816
2017-08-28,13.004,13.004,13.004,13.004
2017-08-29,12.816,12.816,12.816,12.816
2017-08-30,12.816,12.816,12.816,12.816
2017-08-31,12.849,12.849,12.849,12.849
2017-09-01,12.816,12.816,12.816,12.816
2017-09-04,12.816,12.816,12.816,12.816
2017-09-05,13.059,13.059,13.059,13.059
2017-09-06,13.059,13.059,13.059,13.059
2017-09-07,12.816,12.816,12.816,12.816
2017-09-08,13.04,13.04,13.04,13.04
2017-09-11,13.04,13.04,13.04,13.04
2017-09-12,13.039,13.039,13.039,13.039
2017-09-13,13.04,13.04,13.04,13.04
2017-09-14,13.039,13.039,13.039,13.039
2017-09-15,13.04,13.04,13.04,13.04
2017-09-18,13.1,13.1,13.1,13.1
2017-09-19,13.1,13.1,13.1,13.1
2017-09-20,13.039,13.039,13.039,13.039
